ap,p,t,B,lfc
0.996,0.044824,2.2918807,-4.2,0.8331287
0.996,0.044918,2.2906531,-4.2,0.24218756
0.996,0.044955,2.2901638,-4.2,0.46649452
0.996,0.04496,-2.2900952,-4.2,-1.0287989
0.996,0.04497,2.2899681,-4.2,0.7488067
0.996,0.044984,-2.2897852,-4.2,-0.3435104
0.996,0.044987,-2.2897466,-4.2,-0.58099904
0.996,0.044991,2.289695,-4.2,0.4016646
0.996,0.045036,-2.2891068,-4.2,-0.3800073
0.996,0.045043,2.289015,-4.2,0.60369586
0.996,0.045057,2.2888333,-4.2,0.58296642
0.996,0.04508,-2.2885291,-4.2,-1.12401118
0.996,0.045084,2.2884741,-4.2,0.6470406
0.996,0.045091,2.288385,-4.2,1.27086828
0.996,0.045107,2.2881774,-4.2,0.465732
0.996,0.045112,2.2881132,-4.2,0.5899331
0.996,0.045146,2.2876691,-4.2,0.4351902
0.996,0.045193,-2.2870598,-4.2,-1.18888694
0.996,0.045212,-2.2868119,-4.2,-0.24958394
0.996,0.045223,2.2866648,-4.2,0.32154032
0.996,0.045227,2.2866138,-4.2,0.42138494
0.996,0.045227,2.2866138,-4.2,0.4396499
0.996,0.045233,-2.2865452,-4.2,-0.70373936
0.996,0.045271,2.2860423,-4.2,0.55036376
0.996,0.045347,-2.2850663,-4.2,-0.4293518
0.996,0.045347,-2.2850647,-4.2,-0.41823732
0.996,0.045403,2.2843312,-4.2,0.5442069
0.996,0.045406,2.2842953,-4.2,0.25607874
0.996,0.045407,-2.2842786,-4.2,-0.96882162
0.996,0.045419,-2.2841351,-4.2,-0.4330148
0.996,0.045429,2.2840035,-4.2,0.53174588
0.996,0.045456,2.283645,-4.21,0.5330317
0.996,0.045468,-2.2834954,-4.21,-0.33912014
0.996,0.045471,2.2834537,-4.21,0.35909768
0.996,0.04548,-2.2833427,-4.21,-0.63640556
0.996,0.045507,2.282987,-4.21,0.33753776
0.996,0.045518,-2.2828523,-4.21,-0.2328464
0.996,0.045544,-2.2825145,-4.21,-0.7514591
0.996,0.045579,2.2820589,-4.21,0.44673728
0.996,0.045617,2.2815749,-4.21,0.43207768
0.996,0.045678,-2.280794,-4.21,-0.45363312
0.996,0.045686,2.2806906,-4.21,0.2727361
0.996,0.045702,2.2804829,-4.21,2.29068182
0.996,0.045765,2.2796743,-4.21,0.17799518
0.996,0.045833,-2.2787995,-4.21,-0.41641564
0.996,0.045852,2.2785533,-4.21,0.50943698
0.996,0.045854,2.2785242,-4.21,0.7303944
0.996,0.045905,-2.2778788,-4.21,-1.14125354
0.996,0.04595,2.2772958,-4.21,0.94291624
0.996,0.045972,-2.2770178,-4.21,-0.253441
0.996,0.04602,-2.2764068,-4.21,-2.01916072
0.996,0.046055,-2.2759519,-4.21,-0.52617782
0.996,0.046062,2.2758642,-4.21,0.2706425
0.996,0.046064,-2.2758352,-4.21,-0.51054518
